"ID","Reported Fiscal Year","Fiscal Year","Borough (Code)","Full Borough Name","Council District","Neighborhoods","Sponsor","Project Title","Project Description","Budget Line","Award Amount ($)"
"E  CN346","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","P.S. 343Q TECHNOLOGY UPGRADES B:Q313 S:Q343","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN347","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","P.S. 361Q TECHNOLOGY UPGRADES B:Q361 S:Q361","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN349","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","HUNTER'S POINT COMMUNITY MIDDLE SCHOOL TECH UPGRADES B:Q404 S:Q291","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",59000
"E  CN350","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","ACADEMY FOR CAREERS IN TELEVISION & FILM TECH UPGRADES B:Q404 S:Q301","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN351","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","BRYANT HIGH SCHOOL CAFETERIA UPGRADES B:Q445 S:Q445","FUNDING FOR CAFETERIA UPGRADES","E  D001",50000
"E  CN352","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","ACADEMY OF AMERICAN STUDIES TECHNOLOGY UPGRADES B:Q451 S:Q575","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN353","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","NEWCOMERS HIGH SCHOOL TECHNOLOGY UPGRADES B:Q555 S:Q555","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN354","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","QUEENS TECHNICAL HIGH SCHOOL CLASSROOM EXPANSION B:Q600 S:Q600","FUNDING FOR CLASSROOM EXPANSION","E  D001",50000
"E  CN355","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","AVIATION HIGH SCHOOL TECHNOLOGY UPGRADES B:Q610 S:Q610","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN356","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","P004Q @ SKILLMAN - TECHNOLOGY UPGRADE B:Q667 S:Q004","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN357","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","INFORMATION TECHNOLOGY HIGH SCHOOL TECHNOLOGY UPGRADES B:Q725 S:Q502","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN358","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","J.H.S. 8 B:Q008 S:Q008","TECHNOLOGY GRANT","E  D001",65000
"E  CN359","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","YORK EARLY COLLEGE ACADEMY B:Q008 S:Q284","TECHNOLOGY GRANT","E  D001",65000
"E  CN360","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","THE EMERSON SCHOOL B:Q008 S:Q287","TECHNOLOGY GRANT","E  D001",70000
"E  CN361","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S. 15 B:Q015 S:Q015","TECHNOLOGY GRANT","E  D001",65000
"E  CN362","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S. 34 B:Q034 S:Q034","TECHNOLOGY GRANT","E  D001",65000
"E  CN363","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S. 36 B:Q036 S:Q036","TECHNOLOGY GRANT","E  D001",65000
"E  CN364","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S. 37 B:Q037 S:Q037","TECHNOLOGY GRANT","E  D001",65000
"E  CN365","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","I.S. 59 B:Q059 S:Q059","TECHNOLOGY GRANT","E  D001",65000
"E  CN366","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S. 95 B:Q095 S:Q095","TECHNOLOGY GRANT","E  D001",65000
"E  CN367","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S. 116 B:Q116 S:Q116","TECHNOLOGY GRANT","E  D001",81000
"E  CN368","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S. 118 B:Q118 S:Q118","TECHNOLOGY GRANT","E  D001",65000
"E  CN369","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S. 134 B:Q134 S:Q134","TECHNOLOGY GRANT","E  D001",65000
"E  CN370","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S. 136 B:Q136 S:Q136","TECHNOLOGY GRANT","E  D001",65000
"E  CN371","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S. 140 B:Q140 S:Q140","TECHNOLOGY GRANT","E  D001",65000
"E  CN372","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S. 147 B:Q147 S:Q147","TECHNOLOGY GRANT","E  D001",422000
"E  CN373","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S. 176 B:Q176 S:Q176","TECHNOLOGY GRANT","E  D001",65000
"E  CN374","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","I.S. 192 B:Q192 S:Q192","TECHNOLOGY GRANT","E  D001",65000
"E  CN375","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","PATHWAYS COLLEGE PREPARATORY SCHOOL B:Q192 S:Q259","TECHNOLOGY GRANT","E  D001",65000
"E  CN376","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","I.S. 238 B:Q238 S:Q238","TECHNOLOGY GRANT","E  D001",250000
"E  CN377","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","Q009 SPED B:Q268 S:Q009","TECHNOLOGY GRANT","E  D001",65000
"E  CN378","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S./I.S. 268  B:Q268 S:Q268","TECHNOLOGY GRANT","E  D001",65000
"E  CN379","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S./I.S. 268 B:Q268 S:Q268","ROOF GARDEN","E  D001",50000
"E  CN380","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS B:Q491 S:Q243","TECHNOLOGY GRANT","E  D001",65000
"E  CN381","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","BENJAMIN FRANKLIN HS FOR FINANCE AND INFORMATION TECH B:Q491 S:Q313","TECHNOLOGY GRANT","E  D001",65000
"E  CN382","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","MATHSCI.RESEARCH & TECH. HS-Q B:Q491 S:Q492","TECHNOLOGY GRANT","E  D001",215000
"E  CN383","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","HUMANITIES & THE ARTS HS B:Q491 S:Q498","HYDROPONICS LAB","E  D001",250000
"E  CN384","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","HUMANITIES & THE ARTS HS B:Q491 S:Q498","TECHNOLOGY GRANT","E  D001",65000
"E  CN385","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","HUMANITIES & THE ARTS HS B:Q491 S:Q498","AUDITORIUM UPGRADES - AVREFURBISHED STAGEPAINTING","E  D001",188000
"E  CN386","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","EAGLE ACADEMY III B:Q633 S:Q327","TECHNOLOGY GRANT","E  D001",65000
"E  CN387","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","QUEENS HS FOR THE SCIENCES B:Q774 S:Q687","TECHNOLOGY GRANT","E  D001",65000
"E  CN388","FY22","FY22","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Miller","P.S. 360 B:Q892 S:Q360","TECHNOLOGY GRANT","E  D001",94000
"E  CN391","FY22","FY22","Q","Queens",28,"","Adams, Speaker","PUBLIC ADDRESS SYSTEM B:P080 S:Q080","NEW PUBLIC ADDRESS SYSTEM","E  D001",1500000
"E  CN392","FY22","FY22","Q","Queens",28,"","Adams","PS48Q TECHNOLOGY REQUEST B:Q048 S:Q048","WI-FI ENABLED DEVICES","E  D001",400000
"E  CN393","FY22","FY22","Q","Queens",28,"","Adams","D75@PS48 TECHNOLOGY REQUEST B:Q048 S:Q075","DESKTOP COMPUTERS AND  IPADS","E  D001",50000
"E  CN394","FY22","FY22","Q","Queens",28,"","Adams","PS 55Q TECHNOLOGY REQUEST B:Q055 S:Q055","WI-FI ENABLED DEVICES","E  D001",237000
"E  CN395","FY22","FY22","Q","Queens",28,"","Adams","MS72Q TECHNOLOGY REQUEST B:Q072 S:Q072","DESKTOP COMPUTERS AND LAPTOP CARTS","E  D001",176000
"E  CN396","FY22","FY22","Q","Queens",28,"","Adams","REDWOOD MS WATER FOUNTAINS B:Q072 S:Q332","WATER FOUNTAINS WITH TOUCHLESS WATER BOTTLE FILLER","E  D001",150000
"E  CN397","FY22","FY22","Q","Queens",28,"","Adams, Speaker","AUDITORIUM SEATS B:Q080 S:Q080","SEATING REPAIR FOR THE AUDITORIUM","E  D001",650000
"E  CN398","FY22","FY22","Q","Queens",28,"","Adams","PS 96Q AUDITORIUM A/C B:Q096 S:Q096","SUPPLEMENTAL COOLING UNIT IN AUDITORIUM├ü","E  D001",750000
"E  CN399","FY22","FY22","Q","Queens",28,"","Adams","PS 121QTECHNOLOGY REQUEST B:Q121 S:Q121","350 LAPTOPS","E  D001",100000
"E  CN400","FY22","FY22","Q","Queens",28,"","Adams","PS 123Q  TECHNOLOGY REQUEST B:Q123 S:Q123","36 MAC DESKTOPS 4 COLOR PRINTERS30 MACBOOKS & 1 MACBOOK CHARGING CART├ü","E  D001",100000
"E  CN401","FY22","FY22","Q","Queens",28,"","Adams","PS 155Q TECHNOLOGY REQUEST B:Q155 S:Q155","30 UNIT NOTEBOOK SECURITY CART FOR LAPTOPS AND 13-INCH MACBOOK AIR:","E  D001",257000
"E  CN402","FY22","FY22","Q","Queens",28,"","Adams","PS 155Q TECHNOLOGY REQUEST B:Q155 S:Q155","16 SMART BOARD MX265 INTERACTIVE FLAT PANEL","E  D001",332000
"E  CN403","FY22","FY22","Q","Queens",28,"","Adams","PS 160Q TECHNOLOGY REQUEST B:Q160 S:Q160","24 INTERACTIVE SMARTBOARDS","E  D001",144000
"E  CN404","FY22","FY22","Q","Queens",28,"","Adams","PS 161Q TECHNOLOGY REQUEST B:Q161 S:Q161","33- 27 INCH IMAC PRO COMPUTERS1 PROMETHEAN ACTIVPANEL33 BLUETOOTH HEADSETS2 PRINTERS AND SOFTWARE","E  D001",180000
"E  CN405","FY22","FY22","Q","Queens",28,"","Adams","D75@PS223 TECHNOLOGY REQUEST B:Q223 S:Q075","DESKTOP COMPUTERS AND  IPADS","E  D001",50000
"E  CN406","FY22","FY22","Q","Queens",28,"","Adams","D75@PS276 TECHNOLOGY REQUEST B:Q276 S:Q075","DESKTOP COMPUTERS AND  IPADS","E  D001",50000
"E  CN407","FY22","FY22","Q","Queens",28,"","Adams, Speaker","AUGUST MARTIN HS TRACK AND FIELD B:Q400 S:Q400","ATHLETIC FIELD RENOVATION","E  D001",5600000
"E  CN407","FY22","FY23","Q","Queens",28,"","Adams, Speaker","AUGUST MARTIN HS TRACK AND FIELD B:Q400 S:Q400","ATHLETIC FIELD RENOVATION","E  D001",5600000
"E  CN408","FY22","FY22","Q","Queens",28,"","Adams","RHHS RESO A B:Q475 S:Q475","HYDROPONIC GARDEN ROOM CONVERSION","E  D001",200000
"E  CN409","FY22","FY22","Q","Queens",28,"","Adams","RHHS RESO A B:Q475 S:Q475","A/C UNITS IN CAFETERIA","E  D001",250000
"E  CN410","FY22","FY22","Q","Queens",28,"","Adams","LIBRARY RENOVATION B:Q475 S:Q475","STUDY CENTER IN LIBRARY","E  D001",500000
"E  CN411","FY22","FY22","Q","Queens",28,"","Adams","H.S. FOR CONSTTRADESENGGAND ARCHT - QUEENS B:Q650 S:Q650","FY19 RESO A AUDITORIUM UPGRADE","E  D001",103000
"E  CN412","FY22","FY22","Q","Queens",28,"","Adams","HSLEPS TECHNOLOGY REQUEST B:Q690 S:Q690","IT LAPTOP CARTS","E  D001",85000
"E  CN413","FY22","FY22","Q","Queens",29,"","Koslowitz","STEM LAB UPGRADE B:Q003 S:Q303","FUNDS WILL BE USED TO UPGRADE STEM LAB AT Q303","E  D001",350000
"E  CN414","FY22","FY22","Q","Queens",29,"","Koslowitz","TECHNOLOGY UPGRADES FOR Q051 B:Q051 S:Q051","FUNDS TO BE USED TO UPGRADE TECHNOLOGY AT Q051","E  D001",100000
"E  CN415","FY22","FY22","Q","Queens",29,"","Koslowitz","SCIENCE LAB UPGRADE AT Q054 B:Q054 S:Q054","FUNDING WILL BE USED TO UPGRADE CURRENT SCIENCE LAB WITH INNOVATIVE EQUIPMENTMATERIALS AND RESOURCES TO SUPPORT STEM LEARNING AT Q054","E  D001",150000
"E  CN416","FY22","FY22","Q","Queens",29,"","Koslowitz","TECHNOLOGY UPGRADES FOR Q101 B:Q101 S:Q101","FUNDS TO BE USED TO UPGRADE TECHNOLOGY AT Q101","E  D001",750000
"E  CN417","FY22","FY22","Q","Queens",29,"","Koslowitz","TECHNOLOGY UPGRADES FOR Q157 B:Q157 S:Q157","FUNDS TO BE USED TO UPGRADE TECHNOLOGY AT Q157","E  D001",100000
"E  CN418","FY22","FY22","Q","Queens",29,"","Koslowitz","TECHNOLOGY UPGRADES FOR Q174 B:Q174 S:Q174","FUNDS TO BE USED TO UPGRADE TECHNOLOGY AT Q174","E  D001",240000
"E  CN419","FY22","FY22","Q","Queens",29,"","Koslowitz","GYM LOCKER ROOM UPGRADE AT Q190 B:Q190 S:Q190","FUNDING WILL BE USED TO PURCHASE LOCKERS FOR BOYS AND GIRLS LOCKER ROOMS AT Q190","E  D001",300000
"E  CN420","FY22","FY22","Q","Queens",29,"","Koslowitz","TECHNOLOGY UPGRADES FOR Q196 B:Q196 S:Q196","FUNDS TO BE USED TO UPGRADE TECHNOLOGY AT Q196","E  D001",65000
"E  CN421","FY22","FY22","Q","Queens",29,"","Koslowitz","AUDITORIUM TECHNOLOGY UPGRADE FOR Q440 B:Q440 S:Q440","FUNDS WILL BE USED TO UPGRADE THE TECHNOLOGY THAT SERVICES THE AUDITORIUM AT Q440","E  D001",300000
"E  CN422","FY22","FY22","Q","Queens",29,"","Koslowitz","TECHNOLOGY UPGRADES FOR Q167 B:Q686 S:Q167","FUNDS TO BE USED TO UPGRADE TECHNOLOGY AT Q167","E  D001",100000
"E  CN423","FY22","FY22","Q","Queens",29,"","Koslowitz","OUTWARD BOUND SCHOOLS TECHNOLOGY UPGRADES B: S:","FUNDING TO BE USED TO PURCHASE NEW TECHNOLOGY (BUILDINGS IDS M440M887X884M143Q686Q410K142K437K415K400RO93R043 AND RESPECTIVE SCHOOL IDS: M313M291X427M348Q167Q262K448K389K569K572R063R064)","E  D001",600000
"E  CN424","FY22","FY22","Q","Queens",30,"","Holden","Q49 23 CLASSROOM CEILINGS PATCH AND PAINT B:Q049 S:Q049","23 CLASSROOM CEILINGS PATCH AND PAINT","E  D001",70000
"E  CN425","FY22","FY22","Q","Queens",30,"","Holden","Q49 TECHNOLOGY PURCHASE B:Q049 S:Q049","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN426","FY22","FY22","Q","Queens",3000,"","Holden, Speaker","Q58 GYM ELECTRONIC SCOREBOARD B:Q058 S:Q058","GYM ELECTRONIC SCOREBOARD","E  D001",50000
"E  CN427","FY22","FY22","Q","Queens",30,"","Holden","Q58 TECHNOLOGY PURCHASE B:Q058 S:Q058","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN428","FY22","FY22","Q","Queens",30,"","Holden","Q068 ART STUDIO B:Q068 S:Q068","NEW ART STUDIO","E  D001",80000
"E  CN429","FY22","FY22","Q","Queens",30,"","Holden","Q68 TECHNOLOGY PURCHASE B:Q068 S:Q068","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN430","FY22","FY22","Q","Queens",3000,"","Holden, Speaker","Q71 NEW PA SYSTEM  B:Q071 S:Q071","NEW PA SYSTEM","E  D001",400000
"E  CN431","FY22","FY22","Q","Queens",30,"","Holden","Q71 TECHNOLOGY PURCHASE B:Q071 S:Q071","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN432","FY22","FY22","Q","Queens",3000,"","Holden","PS 71 NEW PA SYSTEM B:Q071 S:Q071","PS 71 NEW PA SYSTEM","E  D001",400000
"E  CN433","FY22","FY22","Q","Queens",3000,"","Holden, Speaker","Q73 KITCHEN CAFETERIA FLOORS AND TWO ADDITIONAL SINKS  B:Q073 S:Q073","KITCHEN CAFETERIA FLOORS AND TWO ADDITIONAL SINKS","E  D001",60000
"E  CN434","FY22","FY22","Q","Queens",30,"","Holden","Q73 TECHNOLOGY PURCHASE B:Q073 S:Q073","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN435","FY22","FY22","Q","Queens",30,"","Holden","Q87 NEW STAIRWELL WALL TILES B:Q087 S:Q087","NEW STAIRWELL WALL TILES","E  D001",60000
"E  CN436","FY22","FY22","Q","Queens",30,"","Holden","Q87 STEM LAB INCLUDING MOVING LIBRARY TO ANOTHER FLOOR B:Q087 S:Q087","STEM LAB INCLUDING MOVING LIBRARY TO ANOTHER FLOOR","E  D001",175000
"E  CN437","FY22","FY22","Q","Queens",30,"","Holden","Q87 TECHNOLOGY PURCHASE B:Q087 S:Q087","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN438","FY22","FY22","Q","Queens",30,"","Holden","Q87 BATHROOM RENOVATION B:Q087 S:Q087","SHORTFALL BATHROOM RENOVATION","E  D001",70000
"E  CN439","FY22","FY22","Q","Queens",30,"","Holden","Q088 RENOVATION - THREE BATHROOMS B:Q088 S:Q088","RENOVATION - THREE BATHROOMS","E  D001",450000
"E  CN440","FY22","FY22","Q","Queens",30,"","Holden","Q88 TECHNOLOGY PURCHASE B:Q088 S:Q088","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN441","FY22","FY22","Q","Queens",3000,"","Holden, Speaker","PS 88 RENOVATION - THREE BATHROOMS B:Q088 S:Q088","PS 88 RENOVATION - THREE BATHROOMS","E  D001",450000
"E  CN442","FY22","FY22","Q","Queens",30,"","Holden","Q91 LIBRARY MEDIA ROOM B:Q091 S:Q091","NEW LIBRARY MEDIA ROOM","E  D001",100000
"E  CN443","FY22","FY22","Q","Queens",30,"","Holden","Q91 TECHNOLOGY PURCHASE B:Q091 S:Q091","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN444","FY22","FY22","Q","Queens",30,"","Holden","Q91 COOLING PROJECT B:Q091 S:Q091","SHORTFALL COOLING PROJECT","E  D001",405000
"E  CN445","FY22","FY22","Q","Queens",30,"","Holden","Q93 TECHNOLOGY PURCHASE B:Q093 S:Q093","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN446","FY22","FY22","Q","Queens",30,"","Holden","Q113 UPDATE SECURITY SYSTEM INTERIOR AND EXTERIOR B:Q113 S:Q113","UPDATE SECURITY SYSTEM INTERIOR AND EXTERIOR","E  D001",80000
"E  CN447","FY22","FY22","Q","Queens",30,"","Holden","Q113 TECHNOLOGY PURCHASE B:Q113 S:Q113","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN448","FY22","FY22","Q","Queens",30,"","Holden","Q119 SOUNDPROOF MUSIC ROOM B:Q119 S:Q119","SOUNDPROOF MUSIC ROOM","E  D001",50000
"E  CN449","FY22","FY22","Q","Queens",30,"","Holden","Q119 TECHNOLOGY PURCHASE B:Q119 S:Q119","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN450","FY22","FY22","Q","Queens",3000,"","Holden, Speaker","Q128 NEW PA SYSTEM B:Q128 S:Q128","NEW PA SYSTEM","E  D001",400000
"E  CN451","FY22","FY22","Q","Queens",30,"","Holden","Q128 TECHNOLOGY PURCHASE B:Q128 S:Q128","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN452","FY22","FY22","Q","Queens",3000,"","Holden, Speaker","PS 128 NEW PA SYSTEM B:Q128 S:Q128","PS 128 NEW PA SYSTEM","E  D001",400000
"E  CN453","FY22","FY22","Q","Queens",30,"","Holden","Q153 ART ROOM B:Q153 S:Q153","NEW ART ROOM","E  D001",80000
"E  CN454","FY22","FY22","Q","Queens",30,"","Holden","Q153TECHNOLOGY PURCHASE B:Q153 S:Q153","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN455","FY22","FY22","Q","Queens",3000,"","Holden, Speaker","Q229 RENOVATE PLAYGROUND B:Q229 S:Q229","RENOVATE PLAYGROUND","E  D001",700000
"E  CN456","FY22","FY22","Q","Queens",30,"","Holden","Q229 TECHNOLOGY PURCHASE AND EXTERIOR LED SCHOOL SIGN B:Q229 S:Q229","TECHNOLOGY PURCHASE AND EXTERIOR LED SCHOOL SIGN","E  D001",100000
"E  CN457","FY22","FY22","Q","Queens",3000,"","Holden, Speaker","Q290 AUDITORIUM UPGRADES B:Q290 S:Q290","AUDITORIUM SOUNDLIGHTINGAND CURTAIN SYSTEM UPGRADE - INSTALLING ELECTRICAL CURTAINSSOUND AND MIC SYSTEMAND MOVING LIGHT FIXTURES WITH CONTROLS.","E  D001",100000
"E  CN458","FY22","FY22","Q","Queens",30,"","Holden","Q290 TECHNOLOGY PURCHASE B:Q290 S:Q290","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN459","FY22","FY22","Q","Queens",3000,"","Holden, Speaker","GROVER CLEVELAND HS AUD' COOLING/RENOVATE LOCKER ROOM B:Q484 S:Q485","GROVER CLEVELAND HS AUDITORIUM COOLING/RENOVATE LOCKER ROOM","E  D001",1150000
"E  CN459","FY22","FY23","Q","Queens",3000,"","Holden, Speaker","GROVER CLEVELAND HS AUD' COOLING/RENOVATE LOCKER ROOM B:Q484 S:Q485","GROVER CLEVELAND HS AUDITORIUM COOLING/RENOVATE LOCKER ROOM","E  D001",1150000
"E  CN460","FY22","FY22","Q","Queens",30,"","Holden","Q485 TECHNOLOGY PURCHASE B:Q485 S:Q485","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN461","FY22","FY22","Q","Queens",30,"","Holden","Q485 CAFETERIA RENOVATION B:Q485 S:Q485","SHORTFALL CAFETERIA RENOVATION","E  D001",200000
"E  CN462","FY22","FY22","Q","Queens",30,"","Holden","Q585 PADDING OF CEMENT BENCHES SURROUNDING SCHOOL YARD B:Q585 S:Q585","PADDING OF CEMENT BENCHES SURROUNDING SCHOOL YARD","E  D001",60000
"E  CN463","FY22","FY22","Q","Queens",30,"","Holden","Q585 TECHNOLOGY PURCHASE B:Q585 S:Q585","TECHNOLOGY PURCHASE","E  D001",75000
"E  CN464","FY22","FY22","Q","Queens",32,"","Ulrich","P.S. 64Q TECHNOLOGY UPGRADES B:Q064 S:Q064","FUNDS ARE TO BE USED FOR TECHNOLOGY UPGRADES AT P.S. 64Q - THE JOSEPH P. ADDABBO SCHOOL.","E  D001",100000
"E  CN465","FY22","FY22","Q","Queens",32,"","Ulrich","P.S. 65Q TECHNOLOGY UPGRADES B:Q065 S:Q065","FUNDS TO BE USED FOR TECHNOLOGY UPGRADES AT P.S. 65Q - THE RAYMOND YORK ELEMENTARY SCHOOL.","E  D001",150000
"E  CN466","FY22","FY22","Q","Queens",32,"","Ulrich","P.S. 66Q TECHNOLOGY UPGRADES B:Q066 S:Q066","FUNDS ARE TO BE USED FOR TECHNOLOGY UPGRADES AT P.S. 66 IN QUEENS.","E  D001",100000
"E  CN467","FY22","FY22","Q","Queens",32,"","Ulrich","P.S. 90Q TECHNOLOGY UPGRADES B:Q090 S:Q090","FUNDS ARE TO BE USED FOR TECHNOLOGY UPGRADES AT P.S. 90Q IN QUEENS.","E  D001",100000
"E  CN468","FY22","FY22","Q","Queens",32,"","Ulrich","P.S./M.S. 114Q TECHNOLOGY UPGRADES B:Q114 S:Q114","FUNDS ARE TO BE USED FOR TECHNOLOGY UPGRADES AT P.S./M.S. 114Q - THE BELLE HARBOR SCHOOL.","E  D001",200000
"E  CN469","FY22","FY22","Q","Queens",32,"","Ulrich","M.S. 137Q TECHNOLOGY UPGRADES B:Q137 S:Q137","FUNDS ARE TO BE USED FOR TECHNOLOGY UPGRADES AT M.S. 137 AMERICA'S SCHOOL OF HEROES.","E  D001",100000
"E  CN470","FY22","FY22","Q","Queens",32,"","Ulrich","ROBERT H. GODDARD HS OF COMM. ARTS & TECH - TECH UPGRADES B:Q202 S:Q308","FUNDS TO BE USED FOR TECHNOLOGY UPGRADES AT ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY (27Q308) IN QUEENS.","E  D001",75000
"E  CN471","FY22","FY22","Q","Queens",32,"","Ulrich","P.S./M.S. 207Q TECHNOLOGY UPGRADES B:Q207 S:Q207","FUNDS ARE TO BE USED FOR TECHNOLOGY UPGRADES AT P.S./M.S. 207Q - THE ROCKWOOD PARK SCHOOL.","E  D001",250000
"E  CN472","FY22","FY22","Q","Queens",32,"","Ulrich","P.S. 306Q TECHNOLOGY UPGRADES B:Q262 S:Q306","FUNDS ARE TO BE USED FOR TECHNOLOGY UPGRADES AT P.S. 306Q IN QUEENS.","E  D001",300000
"E  CN473","FY22","FY22","Q","Queens",32,"","Ulrich","P.S. 377Q TECHNOLOGY UPGRADES B:Q335 S:Q377","FUNDS ARE TO BE USED FOR TECHNOLOGY UPGRADES AT P.S. 377 IN QUEENS.","E  D001",150000
"E  CN474","FY22","FY22","Q","Queens",32,"","Ulrich","JOHN ADAMS HIGH SCHOOL SCIENCE LAB B:Q480 S:Q480","FUNDS ARE TO BE USED TO REMODEL AND UPGRADE THE SCIENCE LAB AT JOHN ADAMS HIGH SCHOOL IN QUEENS.","E  D001",400000
"E  CN475","FY22","FY22","Q","Queens",32,"","Ulrich","P.S. 60Q TECHNOLOGY UPGRADES B:Q860 S:Q060","FUNDS ARE TO BE USED FOR TECHNOLOGY UPGRADES AT P.S. 60 IN QUEENS.","E  D001",100000
"E  CN476","FY22","FY22","Q","Queens",32,"","Ulrich","P.S. 56Q PROJECT NO. 125382 B:Q995 S:Q056","FUNDS TO BE USED TO COMPLETE CAMERA SYSTEM INSTALLATION BEGUN IN FY21 AT P.S. 56Q IN QUEENS.","E  D001",225000
"E  CN477","FY22","FY22","K","Brooklyn",33,"Greenpoint, Williamsburg","Levin","PS31 B:K031 S:K031","FUNDING TO UPGRADE TECHNOLOGY EQUIPMENT","E  D001",250000
"E  CN478","FY22","FY22","K","Brooklyn",33,"Greenpoint, Williamsburg","Levin","SUCCESS ACADEMY COBBLE HILL B:K293 S:K129","COURTYARD RENOVATIONS","E  D001",250000
